source,system,sentence_id,text,subject,predicate,object,category,is_conflicting,is_ambiguous,confidence,competitor_count,provenance
carb30,slde_aft_llama,carb_test_0009,"A motorcycle speedway long-track meeting , one of the few held in the UK , was staged at Ammanford .",a motorcycle speedway long-track meeting,was held,in the uk,hallucinated_triple,,,,,"A motorcycle speedway long-track meeting , one of the few held in the UK , was staged at Ammanford ."
carb30,slde_aft_llama,carb_test_0009,"A motorcycle speedway long-track meeting , one of the few held in the UK , was staged at Ammanford .",a motorcycle speedway long-track meeting,was,"one of the few held in the uk ,",failed_extraction,,,,,"A motorcycle speedway long-track meeting , one of the few held in the UK , was staged at Ammanford ."
carb30,slde_aft_llama,carb_test_0009,"A motorcycle speedway long-track meeting , one of the few held in the UK , was staged at Ammanford .",few long-track motorcycle speedway meetings,are held in,the uk,failed_extraction,,,,,"A motorcycle speedway long-track meeting , one of the few held in the UK , was staged at Ammanford ."
carb30,slde_aft_llama,carb_test_0009,"A motorcycle speedway long-track meeting , one of the few held in the UK , was staged at Ammanford .",a motorcycle speedway long-track meeting,"was staged at ammanford,",one of the few held in the,failed_extraction,,,,,"A motorcycle speedway long-track meeting , one of the few held in the UK , was staged at Ammanford ."
carb30,slde_aft_llama,carb_test_0009,"A motorcycle speedway long-track meeting , one of the few held in the UK , was staged at Ammanford .",the motorcycle speedway meeting,was a,"long-track meeting held in the uk ,",failed_extraction,,,,,"A motorcycle speedway long-track meeting , one of the few held in the UK , was staged at Ammanford ."
carb30,slde_aft_llama,carb_test_0010,A partial list of turbomachinery that may use one or more centrifugal compressors within the machine are listed here .,list,lists,turbomachinery that may use one or more centrifugal compressors within the machine,hallucinated_triple,,,,,A partial list of turbomachinery that may use one or more centrifugal compressors within the machine are listed here .
carb30,slde_aft_llama,carb_test_0010,A partial list of turbomachinery that may use one or more centrifugal compressors within the machine are listed here .,turbomachinery,may use,one or more centrifugal compressors,correct_extraction,,,,,A partial list of turbomachinery that may use one or more centrifugal compressors within the machine are listed here .
carb30,slde_aft_llama,carb_test_0010,A partial list of turbomachinery that may use one or more centrifugal compressors within the machine are listed here .,list,is a list of,turbomachinery,hallucinated_triple,,,,,A partial list of turbomachinery that may use one or more centrifugal compressors within the machine are listed here .
carb30,slde_aft_llama,carb_test_0010,A partial list of turbomachinery that may use one or more centrifugal compressors within the machine are listed here .,a partial list of turbomachinery that may use one or more centrifugal compressors within the machine,are listed,here,failed_extraction,,,,,A partial list of turbomachinery that may use one or more centrifugal compressors within the machine are listed here .
carb30,slde_aft_llama,carb_test_0010,A partial list of turbomachinery that may use one or more centrifugal compressors within the machine are listed here .,a partial list,is of,turbomachinery that may use one or more centrifugal compressors within the machine,failed_extraction,,,,,A partial list of turbomachinery that may use one or more centrifugal compressors within the machine are listed here .
carb30,slde_aft_llama,carb_test_0011,"A short distance to the east , NC 111 diverges on Greenwood Boulevard .",nc 111,diverges,greenwood boulevard,hallucinated_triple,,,,,"A short distance to the east , NC 111 diverges on Greenwood Boulevard ."
carb30,slde_aft_llama,carb_test_0011,"A short distance to the east , NC 111 diverges on Greenwood Boulevard .",nc 111,diverges on,greenwood boulevard,failed_extraction,,,,,"A short distance to the east , NC 111 diverges on Greenwood Boulevard ."
carb30,slde_aft_llama,carb_test_0012,"A spectrum from a single FID has a low signal-to-noise ratio , but fortunately it improves readily with averaging of repeated acquisitions .",it,improves,readily,hallucinated_triple,,,,,"A spectrum from a single FID has a low signal-to-noise ratio , but fortunately it improves readily with averaging of repeated acquisitions ."
carb30,slde_aft_llama,carb_test_0012,"A spectrum from a single FID has a low signal-to-noise ratio , but fortunately it improves readily with averaging of repeated acquisitions .",a spectrum,has,a low signal-to-noise ratio,hallucinated_triple,,,,,"A spectrum from a single FID has a low signal-to-noise ratio , but fortunately it improves readily with averaging of repeated acquisitions ."
carb30,slde_aft_llama,carb_test_0012,"A spectrum from a single FID has a low signal-to-noise ratio , but fortunately it improves readily with averaging of repeated acquisitions .",it,improves,with averaging of repeated acquisitions,hallucinated_triple,,,,,"A spectrum from a single FID has a low signal-to-noise ratio , but fortunately it improves readily with averaging of repeated acquisitions ."
carb30,slde_aft_llama,carb_test_0012,"A spectrum from a single FID has a low signal-to-noise ratio , but fortunately it improves readily with averaging of repeated acquisitions .",a spectrum from a single fid,has,a low signal-to-noise ratio,failed_extraction,,,,,"A spectrum from a single FID has a low signal-to-noise ratio , but fortunately it improves readily with averaging of repeated acquisitions ."
carb30,slde_aft_llama,carb_test_0012,"A spectrum from a single FID has a low signal-to-noise ratio , but fortunately it improves readily with averaging of repeated acquisitions .",signal-to-noise ratio,improves readily with averaging of,repeated acquisitions,failed_extraction,,,,,"A spectrum from a single FID has a low signal-to-noise ratio , but fortunately it improves readily with averaging of repeated acquisitions ."
carb30,slde_aft_llama,carb_test_0013,"According to Samaritan tradition , however , the Samaritan ethnonym is not derived from the region of Samaria , but from the fact that they were the `` Guardians '' of the true Israelite religion .",the samaritan ethnonym,is derived from,the fact that they were the 'guardians' of the true israelite religion,hallucinated_triple,,,,,"According to Samaritan tradition , however , the Samaritan ethnonym is not derived from the region of Samaria , but from the fact that they were the `` Guardians '' of the true Israelite religion ."
carb30,slde_aft_llama,carb_test_0013,"According to Samaritan tradition , however , the Samaritan ethnonym is not derived from the region of Samaria , but from the fact that they were the `` Guardians '' of the true Israelite religion .",the samaritan ethnonym,is not derived from,the region of samaria,hallucinated_triple,,,,,"According to Samaritan tradition , however , the Samaritan ethnonym is not derived from the region of Samaria , but from the fact that they were the `` Guardians '' of the true Israelite religion ."
carb30,slde_aft_llama,carb_test_0013,"According to Samaritan tradition , however , the Samaritan ethnonym is not derived from the region of Samaria , but from the fact that they were the `` Guardians '' of the true Israelite religion .",the samaritans,were the `` guardians '' of,the true israelite religion,failed_extraction,,,,,"According to Samaritan tradition , however , the Samaritan ethnonym is not derived from the region of Samaria , but from the fact that they were the `` Guardians '' of the true Israelite religion ."
carb30,slde_aft_llama,carb_test_0013,"According to Samaritan tradition , however , the Samaritan ethnonym is not derived from the region of Samaria , but from the fact that they were the `` Guardians '' of the true Israelite religion .",samaria,is,a region,failed_extraction,,,,,"According to Samaritan tradition , however , the Samaritan ethnonym is not derived from the region of Samaria , but from the fact that they were the `` Guardians '' of the true Israelite religion ."
carb30,slde_aft_llama,carb_test_0013,"According to Samaritan tradition , however , the Samaritan ethnonym is not derived from the region of Samaria , but from the fact that they were the `` Guardians '' of the true Israelite religion .",the samaritan ethnonym,according to samaritan tradition is not derived from,the region of samaria,failed_extraction,,,,,"According to Samaritan tradition , however , the Samaritan ethnonym is not derived from the region of Samaria , but from the fact that they were the `` Guardians '' of the true Israelite religion ."
carb30,slde_aft_llama,carb_test_0013,"According to Samaritan tradition , however , the Samaritan ethnonym is not derived from the region of Samaria , but from the fact that they were the `` Guardians '' of the true Israelite religion .",the samaritan ethnonym,according to samaritan tradition is derived from,the fact that they were the `` guardians '' of the true israelite religion,failed_extraction,,,,,"According to Samaritan tradition , however , the Samaritan ethnonym is not derived from the region of Samaria , but from the fact that they were the `` Guardians '' of the true Israelite religion ."
carb30,slde_aft_llama,carb_test_0013,"According to Samaritan tradition , however , the Samaritan ethnonym is not derived from the region of Samaria , but from the fact that they were the `` Guardians '' of the true Israelite religion .",samaritan,is,an ethnonym,failed_extraction,,,,,"According to Samaritan tradition , however , the Samaritan ethnonym is not derived from the region of Samaria , but from the fact that they were the `` Guardians '' of the true Israelite religion ."
carb30,slde_aft_llama,carb_test_0014,"According to the 2010 census , the population of the town is 2,310 .",the town,has population,"2,310",hallucinated_triple,,,,,"According to the 2010 census , the population of the town is 2,310 ."
carb30,slde_aft_llama,carb_test_0014,"According to the 2010 census , the population of the town is 2,310 .",the 2010 census,states,the population of the town,hallucinated_triple,,,,,"According to the 2010 census , the population of the town is 2,310 ."
carb30,slde_aft_llama,carb_test_0014,"According to the 2010 census , the population of the town is 2,310 .",the population of the town,according to the 2010 census is,"2,310",failed_extraction,,,,,"According to the 2010 census , the population of the town is 2,310 ."
carb30,slde_aft_llama,carb_test_0014,"According to the 2010 census , the population of the town is 2,310 .",the population of,is,"2,310",failed_extraction,,,,,"According to the 2010 census , the population of the town is 2,310 ."
carb30,slde_aft_llama,carb_test_0014,"According to the 2010 census , the population of the town is 2,310 .",the census,was in,2010,failed_extraction,,,,,"According to the 2010 census , the population of the town is 2,310 ."
carb30,slde_aft_llama,carb_test_0015,"According to the indictment , Gonzalez is accused of defrauding the West Bronx Neighborhood Association Inc. , a not-for-profit corporation , by using funds donated to the organization in order to pay for over $ 37,000 in personal expenses .",gonzalez,paid for,"$ 37,000 in personal expenses",hallucinated_triple,,,,,"According to the indictment , Gonzalez is accused of defrauding the West Bronx Neighborhood Association Inc. , a not-for-profit corporation , by using funds donated to the organization in order to pay for over $ 37,000 in personal expenses ."
carb30,slde_aft_llama,carb_test_0015,"According to the indictment , Gonzalez is accused of defrauding the West Bronx Neighborhood Association Inc. , a not-for-profit corporation , by using funds donated to the organization in order to pay for over $ 37,000 in personal expenses .",gonzalez,used funds donated to,the organization,hallucinated_triple,,,,,"According to the indictment , Gonzalez is accused of defrauding the West Bronx Neighborhood Association Inc. , a not-for-profit corporation , by using funds donated to the organization in order to pay for over $ 37,000 in personal expenses ."
carb30,slde_aft_llama,carb_test_0015,"According to the indictment , Gonzalez is accused of defrauding the West Bronx Neighborhood Association Inc. , a not-for-profit corporation , by using funds donated to the organization in order to pay for over $ 37,000 in personal expenses .",gonzalez,is accused of,defrauding the west bronx neighborhood association inc.,hallucinated_triple,,,,,"According to the indictment , Gonzalez is accused of defrauding the West Bronx Neighborhood Association Inc. , a not-for-profit corporation , by using funds donated to the organization in order to pay for over $ 37,000 in personal expenses ."
carb30,slde_aft_llama,carb_test_0015,"According to the indictment , Gonzalez is accused of defrauding the West Bronx Neighborhood Association Inc. , a not-for-profit corporation , by using funds donated to the organization in order to pay for over $ 37,000 in personal expenses .",the west bronx neighborhood association inc,is a not-for-profit corporation,,failed_extraction,,,,,"According to the indictment , Gonzalez is accused of defrauding the West Bronx Neighborhood Association Inc. , a not-for-profit corporation , by using funds donated to the organization in order to pay for over $ 37,000 in personal expenses ."
carb30,slde_aft_llama,carb_test_0015,"According to the indictment , Gonzalez is accused of defrauding the West Bronx Neighborhood Association Inc. , a not-for-profit corporation , by using funds donated to the organization in order to pay for over $ 37,000 in personal expenses .",gonzalez,is accused of defrauding,the west bronx neighborhood association inc.,failed_extraction,,,,,"According to the indictment , Gonzalez is accused of defrauding the West Bronx Neighborhood Association Inc. , a not-for-profit corporation , by using funds donated to the organization in order to pay for over $ 37,000 in personal expenses ."
carb30,slde_aft_llama,carb_test_0015,"According to the indictment , Gonzalez is accused of defrauding the West Bronx Neighborhood Association Inc. , a not-for-profit corporation , by using funds donated to the organization in order to pay for over $ 37,000 in personal expenses .",gonzalez,is accused of defrauding the west bronx neighborhood association inc by,"using funds donated to the organization in order to pay for over $ 37,000 in personal expenses",failed_extraction,,,,,"According to the indictment , Gonzalez is accused of defrauding the West Bronx Neighborhood Association Inc. , a not-for-profit corporation , by using funds donated to the organization in order to pay for over $ 37,000 in personal expenses ."
carb30,slde_aft_llama,carb_test_0016,After 1895 cable hauling ceased and locomotives pulled trains the whole length of the Victoria and Waterloo tunnels .,locomotives,pulled,the whole length of the victoria and waterloo tunnels,hallucinated_triple,,,,,After 1895 cable hauling ceased and locomotives pulled trains the whole length of the Victoria and Waterloo tunnels .
carb30,slde_aft_llama,carb_test_0016,After 1895 cable hauling ceased and locomotives pulled trains the whole length of the Victoria and Waterloo tunnels .,cable hauling,ceased,1895,hallucinated_triple,,,,,After 1895 cable hauling ceased and locomotives pulled trains the whole length of the Victoria and Waterloo tunnels .
carb30,slde_aft_llama,carb_test_0016,After 1895 cable hauling ceased and locomotives pulled trains the whole length of the Victoria and Waterloo tunnels .,locomotives,pulled,trains,correct_extraction,,,,,After 1895 cable hauling ceased and locomotives pulled trains the whole length of the Victoria and Waterloo tunnels .
carb30,slde_aft_llama,carb_test_0016,After 1895 cable hauling ceased and locomotives pulled trains the whole length of the Victoria and Waterloo tunnels .,cable hauling,ceased,after 1895,failed_extraction,,,,,After 1895 cable hauling ceased and locomotives pulled trains the whole length of the Victoria and Waterloo tunnels .
