After this point many of the republicans were arrested in Free State `` round ups '' when they had come out of hiding and returned home .	1.0	had come out of hiding	they	None
After this point many of the republicans were arrested in Free State `` round ups '' when they had come out of hiding and returned home .	1.0	returned home	they	None
Although Knievel broke his arms , he was more distraught over a permanent injury his accident caused to the cameraman .	1.0	broke	Knievel	his arms
Although Knievel broke his arms , he was more distraught over a permanent injury his accident caused to the cameraman .	1.0	was distraught over	Knievel	a permanent injury
Although Knievel broke his arms , he was more distraught over a permanent injury his accident caused to the cameraman .	1.0	caused	the accident	a permanent injury to the cameraman
Although under constant attack from kamikazes as well as fighters and dive-bombers , `` Hazelwood '' came through the invasion untouched and on the night of 25 February sank two small enemy freighters with her guns .	1.0	came through	Hazelwood	the invasion
Although under constant attack from kamikazes as well as fighters and dive-bombers , `` Hazelwood '' came through the invasion untouched and on the night of 25 February sank two small enemy freighters with her guns .	1.0	sank	Hazelwood	two small enemy freighters
An animal that cares for its young but shows no other sociality traits is said to be `` subsocial '' .	1.0	is said to be	An animal	subsocial
An animal that cares for its young but shows no other sociality traits is said to be `` subsocial '' .	1.0	cares for its young	An animal	
An animal that cares for its young but shows no other sociality traits is said to be `` subsocial '' .	1.0	shows no other sociality traits	An animal	
An original limited artist edition of 250 was published in 1989 and was an oversized fine press slip-cased book with stainless steel faced boards and digital clock inset into the front cover .	1.0	was published	An original limited artist edition of 250	in 1989
An original limited artist edition of 250 was published in 1989 and was an oversized fine press slip-cased book with stainless steel faced boards and digital clock inset into the front cover .	1.0	was an oversized fine press slip-cased book	An original limited artist edition of 250	with stainless steel faced boards
An original limited artist edition of 250 was published in 1989 and was an oversized fine press slip-cased book with stainless steel faced boards and digital clock inset into the front cover .	1.0	had a digital clock inset	An original limited artist edition of 250	into the front cover
And ABS has formed a partnership with Habitat for Humanity to give a free Bible to each of its new homeowners in the United States .	1.0	has formed a partnership with	ABS	Habitat for Humanity
And ABS has formed a partnership with Habitat for Humanity to give a free Bible to each of its new homeowners in the United States .	1.0	gives a free Bible to	ABS	each of its new homeowners
And ABS has formed a partnership with Habitat for Humanity to give a free Bible to each of its new homeowners in the United States .	1.0	gives a free Bible to	ABS	each of its new homeowners in the United States
And he was in Ali 's army in the Battle of Jamal and later it was Muhammad ibn Abu Bakr who escorted Aisha back to Madina .	1.0	was in	he	Ali's army
And he was in Ali 's army in the Battle of Jamal and later it was Muhammad ibn Abu Bakr who escorted Aisha back to Madina .	1.0	was in	he	the Battle of Jamal
And he was in Ali 's army in the Battle of Jamal and later it was Muhammad ibn Abu Bakr who escorted Aisha back to Madina .	1.0	was	it	Muhammad ibn Abu Bakr
And he was in Ali 's army in the Battle of Jamal and later it was Muhammad ibn Abu Bakr who escorted Aisha back to Madina .	1.0	was	it	who escorted Aisha back to Madina
Andrea Bianco 's atlas of 1436 comprises ten leaves of vellum , measuring , in an 18th-century binding .	1.0	comprises	Andrea Bianco's atlas	ten leaves of vellum
Andrea Bianco 's atlas of 1436 comprises ten leaves of vellum , measuring , in an 18th-century binding .	1.0	measures	Andrea Bianco's atlas	in an 18th-century binding
Apartment buildings , shops , medical clinics , cinemas etc. were built in close proximity to the MAZ plant , providing plant workers with local necessities .	1.0	were built	Apartment buildings, shops, medical clinics, cinemas etc.	in close proximity to the MAZ plant
Apartment buildings , shops , medical clinics , cinemas etc. were built in close proximity to the MAZ plant , providing plant workers with local necessities .	1.0	were provided with	plant workers	local necessities
Applications can use this service to record activity for a production system while implementations of other OSIDs can use the service to record detailed data during development , debugging , or analyzing performance .	1.0	can use	Applications	this service
Applications can use this service to record activity for a production system while implementations of other OSIDs can use the service to record detailed data during development , debugging , or analyzing performance .	1.0	can use	implementations of other OSIDs	the service
Applications can use this service to record activity for a production system while implementations of other OSIDs can use the service to record detailed data during development , debugging , or analyzing performance .	1.0	record	the service	activity
Applications can use this service to record activity for a production system while implementations of other OSIDs can use the service to record detailed data during development , debugging , or analyzing performance .	1.0	record	the service	detailed data
Applications can use this service to record activity for a production system while implementations of other OSIDs can use the service to record detailed data during development , debugging , or analyzing performance .	1.0	record	the service	data during development
Applications can use this service to record activity for a production system while implementations of other OSIDs can use the service to record detailed data during development , debugging , or analyzing performance .	1.0	record	the service	data during debugging
Applications can use this service to record activity for a production system while implementations of other OSIDs can use the service to record detailed data during development , debugging , or analyzing performance .	1.0	record	the service	data during analyzing performance
Applying this technique facilitates the connection of the center of the foot with the lower abdomen .	1.0	facilitates	Applying this technique	the connection of the center of the foot with the lower abdomen
