A mid-March 2002 court order to stop printing for three months , was evaded by printing under other titles , such as `` Not That Respublika '' .	1.0	to stop printing for three months	printing	was evaded
A mid-March 2002 court order to stop printing for three months , was evaded by printing under other titles , such as `` Not That Respublika '' .	1.0	such as	other titles	`` Not That Respublika ''
A motorcycle speedway long-track meeting , one of the few held in the UK , was staged at Ammanford .	1.0	was held	motorcycle speedway long-track meeting	in the UK
A motorcycle speedway long-track meeting , one of the few held in the UK , was staged at Ammanford .	1.0	was staged	motorcycle speedway long-track meeting	at Ammanford
A partial list of turbomachinery that may use one or more centrifugal compressors within the machine are listed here .	1.0	may use	A partial list of turbomachinery	one or more centrifugal compressors
A partial list of turbomachinery that may use one or more centrifugal compressors within the machine are listed here .	1.0	use one or more centrifugal compressors	the machine	within
A partial list of turbomachinery that may use one or more centrifugal compressors within the machine are listed here .	1.0	are listed	the machine	here
A spectrum from a single FID has a low signal-to-noise ratio , but fortunately it improves readily with averaging of repeated acquisitions .	1.0	has	A spectrum	a low signal-to-noise ratio
A spectrum from a single FID has a low signal-to-noise ratio , but fortunately it improves readily with averaging of repeated acquisitions .	1.0	improves	it	readily with averaging of repeated acquisitions
According to Samaritan tradition , however , the Samaritan ethnonym is not derived from the region of Samaria , but from the fact that they were the `` Guardians '' of the true Israelite religion .	1.0	is derived from	the Samaritan ethnonym	the fact that they were the Guardians of the true Israelite religion
According to Samaritan tradition , however , the Samaritan ethnonym is not derived from the region of Samaria , but from the fact that they were the `` Guardians '' of the true Israelite religion .	1.0	is not derived from	the Samaritan ethnonym	the region of Samaria
According to the 2010 census , the population of the town is 2,310 .	1.0	according to	the 2010 census	the 2010 census
According to the 2010 census , the population of the town is 2,310 .	1.0	has population	the town	2,310
According to the indictment , Gonzalez is accused of defrauding the West Bronx Neighborhood Association Inc. , a not-for-profit corporation , by using funds donated to the organization in order to pay for over $ 37,000 in personal expenses .	1.0	is accused of	Gonzalez	defrauding
According to the indictment , Gonzalez is accused of defrauding the West Bronx Neighborhood Association Inc. , a not-for-profit corporation , by using funds donated to the organization in order to pay for over $ 37,000 in personal expenses .	1.0	using	Gonzalez	funds
According to the indictment , Gonzalez is accused of defrauding the West Bronx Neighborhood Association Inc. , a not-for-profit corporation , by using funds donated to the organization in order to pay for over $ 37,000 in personal expenses .	1.0	paying for	Gonzalez	$37,000 in personal expenses
According to the indictment , Gonzalez is accused of defrauding the West Bronx Neighborhood Association Inc. , a not-for-profit corporation , by using funds donated to the organization in order to pay for over $ 37,000 in personal expenses .	1.0	is	the West Bronx Neighborhood Association Inc.	a not-for-profit corporation
After 1895 cable hauling ceased and locomotives pulled trains the whole length of the Victoria and Waterloo tunnels .	1.0	ceased	cable hauling	1895
After 1895 cable hauling ceased and locomotives pulled trains the whole length of the Victoria and Waterloo tunnels .	1.0	pulled	locomotives	trains
After 1895 cable hauling ceased and locomotives pulled trains the whole length of the Victoria and Waterloo tunnels .	1.0	pulled	trains	the whole length of the Victoria and Waterloo tunnels
After five years of searching , the Colonials found a primitive , lush and vibrant new world and named it Earth .	1.0	found	the Colonials	a primitive, lush and vibrant new world
After five years of searching , the Colonials found a primitive , lush and vibrant new world and named it Earth .	1.0	named	the Colonials	Earth
After leaving `` Hex '' , Cole went on to appear as Blanche Ingram in the critically acclaimed `` Jane Eyre '' TV serial for the BBC and guest starred as Lilith in the `` Doctor Who '' episode `` The Shakespeare Code '' .	1.0	went on to appear	Cole	as Blanche Ingram in the critically acclaimed Jane Eyre TV serial
After leaving `` Hex '' , Cole went on to appear as Blanche Ingram in the critically acclaimed `` Jane Eyre '' TV serial for the BBC and guest starred as Lilith in the `` Doctor Who '' episode `` The Shakespeare Code '' .	1.0	guest starred as	Cole	Lilith in the Doctor Who episode The Shakespeare Code
Although Knievel broke his arms , he was more distraught over a permanent injury his accident caused to the cameraman .	1.0	broke	Knievel	his arms
Although Knievel broke his arms , he was more distraught over a permanent injury his accident caused to the cameraman .	1.0	was distraught over	Knievel	a permanent injury
Although Knievel broke his arms , he was more distraught over a permanent injury his accident caused to the cameraman .	1.0	caused	the accident	a permanent injury to the cameraman
Although under constant attack from kamikazes as well as fighters and dive-bombers , `` Hazelwood '' came through the invasion untouched and on the night of 25 February sank two small enemy freighters with her guns .	1.0	came through	Hazelwood	the invasion
Although under constant attack from kamikazes as well as fighters and dive-bombers , `` Hazelwood '' came through the invasion untouched and on the night of 25 February sank two small enemy freighters with her guns .	1.0	sank	Hazelwood	two small enemy freighters
An animal that cares for its young but shows no other sociality traits is said to be `` subsocial '' .	1.0	caring for	an animal	its young
An animal that cares for its young but shows no other sociality traits is said to be `` subsocial '' .	1.0	showing	an animal	no other sociality traits
An animal that cares for its young but shows no other sociality traits is said to be `` subsocial '' .	1.0	said to be	an animal	subsocal
An original limited artist edition of 250 was published in 1989 and was an oversized fine press slip-cased book with stainless steel faced boards and digital clock inset into the front cover .	1.0	was published	An original limited artist edition of 250	in 1989
An original limited artist edition of 250 was published in 1989 and was an oversized fine press slip-cased book with stainless steel faced boards and digital clock inset into the front cover .	1.0	was an oversized fine press slip-cased book	An original limited artist edition of 250	with stainless steel faced boards
An original limited artist edition of 250 was published in 1989 and was an oversized fine press slip-cased book with stainless steel faced boards and digital clock inset into the front cover .	1.0	had a digital clock inset	An original limited artist edition of 250	into the front cover
And ABS has formed a partnership with Habitat for Humanity to give a free Bible to each of its new homeowners in the United States .	1.0	has formed a partnership with	ABS	Habitat for Humanity
And ABS has formed a partnership with Habitat for Humanity to give a free Bible to each of its new homeowners in the United States .	1.0	gives a free Bible to	ABS	each of its new homeowners in the United States
And he was in Ali 's army in the Battle of Jamal and later it was Muhammad ibn Abu Bakr who escorted Aisha back to Madina .	1.0	was in	he	Ali's army
And he was in Ali 's army in the Battle of Jamal and later it was Muhammad ibn Abu Bakr who escorted Aisha back to Madina .	1.0	was	it	Muhammad ibn Abu Bakr
And he was in Ali 's army in the Battle of Jamal and later it was Muhammad ibn Abu Bakr who escorted Aisha back to Madina .	1.0	escorted	Muhammad ibn Abu Bakr	Aisha
And he was in Ali 's army in the Battle of Jamal and later it was Muhammad ibn Abu Bakr who escorted Aisha back to Madina .	1.0	was escorted back to	Aisha	Madina
Andrea Bianco 's atlas of 1436 comprises ten leaves of vellum , measuring , in an 18th-century binding .	1.0	comprises	Andrea Bianco's atlas	ten leaves of vellum
Andrea Bianco 's atlas of 1436 comprises ten leaves of vellum , measuring , in an 18th-century binding .	1.0	measures	Andrea Bianco's atlas	in
Andrea Bianco 's atlas of 1436 comprises ten leaves of vellum , measuring , in an 18th-century binding .	1.0	measures	Andrea Bianco's atlas	18th-century binding
Apartment buildings , shops , medical clinics , cinemas etc. were built in close proximity to the MAZ plant , providing plant workers with local necessities .	1.0	were built	Apartment buildings, shops, medical clinics, cinemas etc.	in close proximity to the MAZ plant
Apartment buildings , shops , medical clinics , cinemas etc. were built in close proximity to the MAZ plant , providing plant workers with local necessities .	1.0	provide	Apartment buildings, shops, medical clinics, cinemas etc.	plant workers with local necessities
Applications can use this service to record activity for a production system while implementations of other OSIDs can use the service to record detailed data during development , debugging , or analyzing performance .	1.0	can use	Applications	this service
Applications can use this service to record activity for a production system while implementations of other OSIDs can use the service to record detailed data during development , debugging , or analyzing performance .	1.0	record activity	Applications	a production system
Applications can use this service to record activity for a production system while implementations of other OSIDs can use the service to record detailed data during development , debugging , or analyzing performance .	1.0	can use	implementations of other OSIDs	the service
Applications can use this service to record activity for a production system while implementations of other OSIDs can use the service to record detailed data during development , debugging , or analyzing performance .	1.0	record detailed data	implementations of other OSIDs	during development
Applications can use this service to record activity for a production system while implementations of other OSIDs can use the service to record detailed data during development , debugging , or analyzing performance .	1.0	record detailed data	implementations of other OSIDs	during debugging
Applications can use this service to record activity for a production system while implementations of other OSIDs can use the service to record detailed data during development , debugging , or analyzing performance .	1.0	record detailed data	implementations of other OSIDs	during analyzing performance
Applying this technique facilitates the connection of the center of the foot with the lower abdomen .	1.0	facilitates	this technique	the connection of the center of the foot with the lower abdomen
As Attorney General he clashed with Daniel O'Connell when he insisted , against O'Connell 's wishes , on the appointment of Abraham Brewster as Law Adviser to the Lord Lieutenant of Ireland .	1.0	clashed with	he	Daniel O'Connell
As Attorney General he clashed with Daniel O'Connell when he insisted , against O'Connell 's wishes , on the appointment of Abraham Brewster as Law Adviser to the Lord Lieutenant of Ireland .	1.0	insisted	he	on the appointment of Abraham Brewster
As Attorney General he clashed with Daniel O'Connell when he insisted , against O'Connell 's wishes , on the appointment of Abraham Brewster as Law Adviser to the Lord Lieutenant of Ireland .	1.0	insisted against	he	O'Connell's wishes
As Attorney General he clashed with Daniel O'Connell when he insisted , against O'Connell 's wishes , on the appointment of Abraham Brewster as Law Adviser to the Lord Lieutenant of Ireland .	1.0	insisted on	he	the appointment of Abraham Brewster
As Attorney General he clashed with Daniel O'Connell when he insisted , against O'Connell 's wishes , on the appointment of Abraham Brewster as Law Adviser to the Lord Lieutenant of Ireland .	1.0	appointed	he	Abraham Brewster
As Attorney General he clashed with Daniel O'Connell when he insisted , against O'Connell 's wishes , on the appointment of Abraham Brewster as Law Adviser to the Lord Lieutenant of Ireland .	1.0	appointed as	he	Law Adviser to the Lord Lieutenant of Ireland
As Attorney General he clashed with Daniel O'Connell when he insisted , against O'Connell 's wishes , on the appointment of Abraham Brewster as Law Adviser to the Lord Lieutenant of Ireland .	1.0	appointed Abraham Brewster	he	as Law Adviser to the Lord Lieutenant of Ireland
As a result , it becomes clear that the microbe can not survive outside a narrow pH range .	1.0	can not survive	the microbe	outside a narrow pH range
As a result , the lower river had to be dredged three times in two years .	1.0	had to be dredged	the lower river	three times
As a result , the lower river had to be dredged three times in two years .	1.0	had to be dredged	the lower river	in two years
As in his first novel , Armah contrasts the two worlds of materialism and moral values , corruption and dreams , two worlds of integrity and social pressure .	1.0	contrasts	Armah	the two worlds of materialism and moral values
As in his first novel , Armah contrasts the two worlds of materialism and moral values , corruption and dreams , two worlds of integrity and social pressure .	1.0	contrasts	Armah	the two worlds of corruption and dreams
As in his first novel , Armah contrasts the two worlds of materialism and moral values , corruption and dreams , two worlds of integrity and social pressure .	1.0	contrasts	Armah	the two worlds of integrity and social pressure
As is true for all sensors , absolute accuracy of a measurement requires a functionality for calibration .	1.0	requires	sensors	calibration
As is true for all sensors , absolute accuracy of a measurement requires a functionality for calibration .	1.0	requires	a measurement	calibration
As of `` A Wind in the Door '' , Sandy aspires to become a banker , on the grounds that it is practical and lucrative .	1.0	aspire to become	Sandy	a banker
As of `` A Wind in the Door '' , Sandy aspires to become a banker , on the grounds that it is practical and lucrative .	1.0	aspire to become	Sandy	a banker on the grounds that it is practical and lucrative
As part of several efforts to have the Gypsy Horse recognized as a breed outside the Romanichal community , a more descriptive name was sought for it , starting in the 1990s .	1.0	have the goal	several efforts	have the Gypsy Horse recognized as a breed outside the Romanichal community
As part of several efforts to have the Gypsy Horse recognized as a breed outside the Romanichal community , a more descriptive name was sought for it , starting in the 1990s .	1.0	was sought	a more descriptive name	it
As part of several efforts to have the Gypsy Horse recognized as a breed outside the Romanichal community , a more descriptive name was sought for it , starting in the 1990s .	1.0	was sought	it	starting in the 1990s
Assisting in the recording process were Fernando Cabello and two friends of the group , Eva Dalda and Lydia Iovanne .	1.0	assisted in the recording process	Fernando Cabello	the recording process
Assisting in the recording process were Fernando Cabello and two friends of the group , Eva Dalda and Lydia Iovanne .	1.0	is a friend of the group	Eva Dalda	the group
Assisting in the recording process were Fernando Cabello and two friends of the group , Eva Dalda and Lydia Iovanne .	1.0	is a friend of the group	Lydia Iovanne	the group
At a presentation in the Toronto Pearson International Airport hangar , Celine Dion helped the newly solvent airline debut its new image .	1.0	helped	Celine Dion	the newly solvent airline
At a presentation in the Toronto Pearson International Airport hangar , Celine Dion helped the newly solvent airline debut its new image .	1.0	debut its new image	the newly solvent airline	its new image
At least 11 villagers disappeared and 8 people were killed in the ensuing tsunami , two of which are prisoners at one of the Permisan prisons .	1.0	disappeared	villagers	at least 11
At least 11 villagers disappeared and 8 people were killed in the ensuing tsunami , two of which are prisoners at one of the Permisan prisons .	1.0	were killed	people	8
At least 11 villagers disappeared and 8 people were killed in the ensuing tsunami , two of which are prisoners at one of the Permisan prisons .	1.0	are	two of which are prisoners	at one of the Permisan prisons
At no cost to the parents , these services are provided in compliance with state and federal law ; and are reasonably calculated to yield meaningful educational benefit and student progress .	1.0	are provided	these services	in compliance with state and federal law
At no cost to the parents , these services are provided in compliance with state and federal law ; and are reasonably calculated to yield meaningful educational benefit and student progress .	1.0	are reasonably calculated to yield	these services	meaningful educational benefit and student progress
At one point , Ballard is nearly possessed , but resists when she is given a drug and discovers that the spirits are attacking them as they believe that the humans are invaders and plan to exterminate the humans on Mars .	1.0	is nearly possessed	Ballard	
At one point , Ballard is nearly possessed , but resists when she is given a drug and discovers that the spirits are attacking them as they believe that the humans are invaders and plan to exterminate the humans on Mars .	1.0	resists	Ballard	
At one point , Ballard is nearly possessed , but resists when she is given a drug and discovers that the spirits are attacking them as they believe that the humans are invaders and plan to exterminate the humans on Mars .	1.0	attack	the spirits	them
At one point , Ballard is nearly possessed , but resists when she is given a drug and discovers that the spirits are attacking them as they believe that the humans are invaders and plan to exterminate the humans on Mars .	1.0	believe	the spirits	that the humans are invaders
At one point , Ballard is nearly possessed , but resists when she is given a drug and discovers that the spirits are attacking them as they believe that the humans are invaders and plan to exterminate the humans on Mars .	1.0	plan	the spirits	to exterminate the humans
At one point , Ballard is nearly possessed , but resists when she is given a drug and discovers that the spirits are attacking them as they believe that the humans are invaders and plan to exterminate the humans on Mars .	1.0	attack	the spirits	the humans
Barbara , however , unable to leave behind her vigilante life , fought a mugger and ultimately miscarried her child .	1.0	fought	Barbara	a mugger
Barbara , however , unable to leave behind her vigilante life , fought a mugger and ultimately miscarried her child .	1.0	miscarried	Barbara	her child
Because Yesler Way marks the boundary between two different plats , the street grid north of Yesler does not line up with the neighborhood 's other streets , so the northern `` border '' of the district zigzags along numerous streets .	1.0	marks the boundary between two different plats	Yesler Way	
Because Yesler Way marks the boundary between two different plats , the street grid north of Yesler does not line up with the neighborhood 's other streets , so the northern `` border '' of the district zigzags along numerous streets .	1.0	does not line up	the street grid north of Yesler	the neighborhood's other streets
Because Yesler Way marks the boundary between two different plats , the street grid north of Yesler does not line up with the neighborhood 's other streets , so the northern `` border '' of the district zigzags along numerous streets .	1.0	zigzags along	the northern 'border' of the district	numerous streets
Because of Muhammad 's role in its formation , the alliance plays a significant role in Islamic ethics .	1.0	plays a significant role in	the alliance	Islamic ethics
Because of Muhammad 's role in its formation , the alliance plays a significant role in Islamic ethics .	1.0	played a role in	Muhammad	its formation
Because of his talents and training , Beast can outperform any Olympic-level athlete , contorting his body and performing aerial feats gracefully .	1.0	can outperform	Beast	any Olympic-level athlete
Because of his talents and training , Beast can outperform any Olympic-level athlete , contorting his body and performing aerial feats gracefully .	1.0	contort	Beast	his body
Because of his talents and training , Beast can outperform any Olympic-level athlete , contorting his body and performing aerial feats gracefully .	1.0	perform	Beast	aerial feats
Because of his talents and training , Beast can outperform any Olympic-level athlete , contorting his body and performing aerial feats gracefully .	1.0	perform	Beast	them gracefully
Bruce 's Justice Lord counterpart was happily married to Wonder Woman as well until her Justice Lord counterpart killed him .	1.0	was happily married to	Bruce's Justice Lord counterpart	Wonder Woman
Bruce 's Justice Lord counterpart was happily married to Wonder Woman as well until her Justice Lord counterpart killed him .	1.0	was killed by	Bruce's Justice Lord counterpart	her Justice Lord counterpart
Burnham died of heart failure at the age of 86 , on September 1 , 1947 at his home in Santa , Barbara , California .	1.0	died of	Burnham	heart failure
Burnham died of heart failure at the age of 86 , on September 1 , 1947 at his home in Santa , Barbara , California .	1.0	died at the age of	Burnham	86
Burnham died of heart failure at the age of 86 , on September 1 , 1947 at his home in Santa , Barbara , California .	1.0	died on	Burnham	September 1, 1947
Burnham died of heart failure at the age of 86 , on September 1 , 1947 at his home in Santa , Barbara , California .	1.0	died at	Burnham	his home in Santa, Barbara, California
But this practice simply reduces government interest costs rather than truly canceling government debt , and can result in hyperinflation if used unsparingly .	1.0	reduces	this practice	government interest costs
But this practice simply reduces government interest costs rather than truly canceling government debt , and can result in hyperinflation if used unsparingly .	1.0	results in	this practice	hyperinflation
By then , she was raising not only her own children but also her nephews , who had been orphaned by the plague .	1.0	raising	she	her own children
By then , she was raising not only her own children but also her nephews , who had been orphaned by the plague .	1.0	raising	she	her nephews
Byers states that global citizenship is a `` powerful term '' because `` people that invoke it do so to provoke and justify action , '' and encourages the attendees of his lecture to re-appropriate it in order for its meaning to have a positive purpose , based on idealistic values .	1.0	states	Byers	that global citizenship is a powerful term
Byers states that global citizenship is a `` powerful term '' because `` people that invoke it do so to provoke and justify action , '' and encourages the attendees of his lecture to re-appropriate it in order for its meaning to have a positive purpose , based on idealistic values .	1.0	invoke	people	it
Byers states that global citizenship is a `` powerful term '' because `` people that invoke it do so to provoke and justify action , '' and encourages the attendees of his lecture to re-appropriate it in order for its meaning to have a positive purpose , based on idealistic values .	1.0	has	it	a positive purpose
Byers states that global citizenship is a `` powerful term '' because `` people that invoke it do so to provoke and justify action , '' and encourages the attendees of his lecture to re-appropriate it in order for its meaning to have a positive purpose , based on idealistic values .	1.0	encourages	Byers	the attendees of his lecture
Byers states that global citizenship is a `` powerful term '' because `` people that invoke it do so to provoke and justify action , '' and encourages the attendees of his lecture to re-appropriate it in order for its meaning to have a positive purpose , based on idealistic values .	1.0	to re-appropriate	the attendees of his lecture	it
Byers states that global citizenship is a `` powerful term '' because `` people that invoke it do so to provoke and justify action , '' and encourages the attendees of his lecture to re-appropriate it in order for its meaning to have a positive purpose , based on idealistic values .	1.0	has	it	a positive purpose
Carl uses the `` old magic '' to tame the Deep Crow , claiming it is not his `` first time to the rodeo . ''	1.0	uses	Carl	the old magic
Carl uses the `` old magic '' to tame the Deep Crow , claiming it is not his `` first time to the rodeo . ''	1.0	tame	Carl	the Deep Crow
Carl uses the `` old magic '' to tame the Deep Crow , claiming it is not his `` first time to the rodeo . ''	1.0	claim	Carl	it is not his first time to the rodeo
Certain fractional quantum Hall phases appear to have the right properties for building a topological quantum computer .	1.0	appear to have	Certain fractional quantum Hall phases	the right properties
Certain fractional quantum Hall phases appear to have the right properties for building a topological quantum computer .	1.0	have the right properties for	Certain fractional quantum Hall phases	building a topological quantum computer
Chevalier fulfilled his promise the following year by erecting a shrine dedicated to the honour of Mary under the title of `` Our Lady of the Sacred Heart '' .	1.0	fulfilled his promise	Chevalier	the following year
Chevalier fulfilled his promise the following year by erecting a shrine dedicated to the honour of Mary under the title of `` Our Lady of the Sacred Heart '' .	1.0	erecting a shrine	Chevalier	dedicated to the honour of Mary
Chevalier fulfilled his promise the following year by erecting a shrine dedicated to the honour of Mary under the title of `` Our Lady of the Sacred Heart '' .	1.0	erecting a shrine	Chevalier	under the title of `` Our Lady of the Sacred Heart ''
Cis-regulatory elements are sequences that control the transcription of a nearby gene .	1.0	are	Cis-regulatory elements	sequences
Cis-regulatory elements are sequences that control the transcription of a nearby gene .	1.0	control	Cis-regulatory elements	the transcription
Cis-regulatory elements are sequences that control the transcription of a nearby gene .	1.0	control	Cis-regulatory elements	a nearby gene
Citizens for Responsibility and Ethics in Washington filed an Ethics Committee complaint against Bond over his role in the ouster of Graves .	1.0	filed	Citizens for Responsibility and Ethics in Washington	an Ethics Committee complaint
Citizens for Responsibility and Ethics in Washington filed an Ethics Committee complaint against Bond over his role in the ouster of Graves .	1.0	filed against	Citizens for Responsibility and Ethics in Washington	Bond
Citizens for Responsibility and Ethics in Washington filed an Ethics Committee complaint against Bond over his role in the ouster of Graves .	1.0	was involved in	Bond	the ouster of Graves
Combined with appropriate match pellets these rifles produce a consistent 10 ring performance , so a non-maximal result during the initial phase can be attributed to the participant .	1.0	produce	Combined with appropriate match pellets	a consistent 10 ring performance
Combined with appropriate match pellets these rifles produce a consistent 10 ring performance , so a non-maximal result during the initial phase can be attributed to the participant .	1.0	can be attributed to	a non-maximal result	the participant
Curley was the first classical organist to perform a solo organ recital at the White House , and also played before several European heads of state .	1.0	was the first classical organist to perform a solo organ recital at	Curley	the White House
Curley was the first classical organist to perform a solo organ recital at the White House , and also played before several European heads of state .	1.0	played before	Curley	several European heads of state
DC Comics held a memorial service in Manhattan 's Lower East Side , a neighborhood Eisner often visited in his work , at the Angel Orensanz Foundation on Norfolk Street .	1.0	held a memorial service	DC Comics	in Manhattan's Lower East Side
DC Comics held a memorial service in Manhattan 's Lower East Side , a neighborhood Eisner often visited in his work , at the Angel Orensanz Foundation on Norfolk Street .	1.0	held a memorial service	DC Comics	at the Angel Orensanz Foundation
DC Comics held a memorial service in Manhattan 's Lower East Side , a neighborhood Eisner often visited in his work , at the Angel Orensanz Foundation on Norfolk Street .	1.0	often visited	Eisner	in his work
DC Comics held a memorial service in Manhattan 's Lower East Side , a neighborhood Eisner often visited in his work , at the Angel Orensanz Foundation on Norfolk Street .	1.0	visited	Eisner	the Lower East Side
DC Comics held a memorial service in Manhattan 's Lower East Side , a neighborhood Eisner often visited in his work , at the Angel Orensanz Foundation on Norfolk Street .	1.0	visited	Eisner	the Angel Orensanz Foundation
DC Comics held a memorial service in Manhattan 's Lower East Side , a neighborhood Eisner often visited in his work , at the Angel Orensanz Foundation on Norfolk Street .	1.0	visited	Eisner	Norfolk Street
Despite the below-freezing temperatures , Beuerlein was red-hot , out-dueling Brett Favre and connecting on 29 of 42 attempts , with 3 TDs and no INTs , and passing for a then franchise-record 373 yards .	1.0	was red-hot	Beuerlein	
Despite the below-freezing temperatures , Beuerlein was red-hot , out-dueling Brett Favre and connecting on 29 of 42 attempts , with 3 TDs and no INTs , and passing for a then franchise-record 373 yards .	1.0	out-dueled	Beuerlein	Brett Favre
Despite the below-freezing temperatures , Beuerlein was red-hot , out-dueling Brett Favre and connecting on 29 of 42 attempts , with 3 TDs and no INTs , and passing for a then franchise-record 373 yards .	1.0	connected on	Beuerlein	29 of 42 attempts
Despite the below-freezing temperatures , Beuerlein was red-hot , out-dueling Brett Favre and connecting on 29 of 42 attempts , with 3 TDs and no INTs , and passing for a then franchise-record 373 yards .	1.0	had	Beuerlein	3 TDs
Despite the below-freezing temperatures , Beuerlein was red-hot , out-dueling Brett Favre and connecting on 29 of 42 attempts , with 3 TDs and no INTs , and passing for a then franchise-record 373 yards .	1.0	had	Beuerlein	no INTs
Despite the below-freezing temperatures , Beuerlein was red-hot , out-dueling Brett Favre and connecting on 29 of 42 attempts , with 3 TDs and no INTs , and passing for a then franchise-record 373 yards .	1.0	passed for	Beuerlein	373 yards
Despite the below-freezing temperatures , Beuerlein was red-hot , out-dueling Brett Favre and connecting on 29 of 42 attempts , with 3 TDs and no INTs , and passing for a then franchise-record 373 yards .	1.0	set a then franchise-record	Beuerlein	373 yards
Dodo was originally intended to have a `` common '' accent , and is portrayed this way at the end of `` The Massacre '' .	1.0	was originally intended to have	Dodo	a common accent
Dodo was originally intended to have a `` common '' accent , and is portrayed this way at the end of `` The Massacre '' .	1.0	is portrayed	Dodo	this way
Dodo was originally intended to have a `` common '' accent , and is portrayed this way at the end of `` The Massacre '' .	1.0	is portrayed this way at the end of	Dodo	The Massacre
Due to the opposing nature of the two songs , they can be viewed as a debate on the opposing attitudes on love found throughout the play .	1.0	can be viewed as	the two songs	a debate
Due to the opposing nature of the two songs , they can be viewed as a debate on the opposing attitudes on love found throughout the play .	1.0	can be viewed as	the two songs	a debate on the opposing attitudes on love
Due to the opposing nature of the two songs , they can be viewed as a debate on the opposing attitudes on love found throughout the play .	1.0	have	the two songs	opposing attitudes on love
Due to the opposing nature of the two songs , they can be viewed as a debate on the opposing attitudes on love found throughout the play .	1.0	have	the two songs	opposing attitudes
Due to the opposing nature of the two songs , they can be viewed as a debate on the opposing attitudes on love found throughout the play .	1.0	have	the two songs	opposing attitudes on love found throughout the play
Due to the opposing nature of the two songs , they can be viewed as a debate on the opposing attitudes on love found throughout the play .	1.0	are found	the opposing attitudes on love	throughout the play
Due to the transmitter location being based in Tyrone and a smaller signal wattage , it was barely hearable in the northern portions of Atlanta beyond the downtown area or even the northern reaches of Fulton or DeKalb Counties , as it was a rimshot to the southwest of the city .	1.0	being based in	the transmitter location	Tyrone
Due to the transmitter location being based in Tyrone and a smaller signal wattage , it was barely hearable in the northern portions of Atlanta beyond the downtown area or even the northern reaches of Fulton or DeKalb Counties , as it was a rimshot to the southwest of the city .	1.0	being barely hearable in	it	the northern portions of Atlanta
Due to the transmitter location being based in Tyrone and a smaller signal wattage , it was barely hearable in the northern portions of Atlanta beyond the downtown area or even the northern reaches of Fulton or DeKalb Counties , as it was a rimshot to the southwest of the city .	1.0	being barely hearable in	it	beyond the downtown area
Due to the transmitter location being based in Tyrone and a smaller signal wattage , it was barely hearable in the northern portions of Atlanta beyond the downtown area or even the northern reaches of Fulton or DeKalb Counties , as it was a rimshot to the southwest of the city .	1.0	being barely hearable in	it	the northern reaches of Fulton or DeKalb Counties
Due to the transmitter location being based in Tyrone and a smaller signal wattage , it was barely hearable in the northern portions of Atlanta beyond the downtown area or even the northern reaches of Fulton or DeKalb Counties , as it was a rimshot to the southwest of the city .	1.0	being a	it	rimshot to the southwest of the city
During the morning and evening rush hours some services run direct to/from Paddington and Reading .	1.0	run	some services	direct to/from Paddington and Reading
