Combined with appropriate match pellets these rifles produce a consistent 10 ring performance , so a non-maximal result during the initial phase can be attributed to the participant .	1.0	produce	these rifles	a consistent 10 ring performance
Combined with appropriate match pellets these rifles produce a consistent 10 ring performance , so a non-maximal result during the initial phase can be attributed to the participant .	1.0	can be attributed to	a non-maximal result during the initial phase	the participant
Curley was the first classical organist to perform a solo organ recital at the White House , and also played before several European heads of state .	1.0	was	Curley	the first classical organist to perform a solo organ recital at the White House
Curley was the first classical organist to perform a solo organ recital at the White House , and also played before several European heads of state .	1.0	played before	Curley	several European heads of state
DC Comics held a memorial service in Manhattan 's Lower East Side , a neighborhood Eisner often visited in his work , at the Angel Orensanz Foundation on Norfolk Street .	1.0	held	DC Comics	a memorial service in Manhattan's Lower East Side
DC Comics held a memorial service in Manhattan 's Lower East Side , a neighborhood Eisner often visited in his work , at the Angel Orensanz Foundation on Norfolk Street .	1.0	held a memorial service at	DC Comics	the Angel Orensanz Foundation on Norfolk Street
DC Comics held a memorial service in Manhattan 's Lower East Side , a neighborhood Eisner often visited in his work , at the Angel Orensanz Foundation on Norfolk Street .	1.0	often visited	Eisner	Manhattan's Lower East Side in his work
DC Comics held a memorial service in Manhattan 's Lower East Side , a neighborhood Eisner often visited in his work , at the Angel Orensanz Foundation on Norfolk Street .	1.0	is	Manhattan's Lower East Side	a neighborhood
Despite the below-freezing temperatures , Beuerlein was red-hot , out-dueling Brett Favre and connecting on 29 of 42 attempts , with 3 TDs and no INTs , and passing for a then franchise-record 373 yards .	1.0	was	Beuerlein	red-hot
Despite the below-freezing temperatures , Beuerlein was red-hot , out-dueling Brett Favre and connecting on 29 of 42 attempts , with 3 TDs and no INTs , and passing for a then franchise-record 373 yards .	1.0	was out-dueling	Beuerlein	Brett Favre
Despite the below-freezing temperatures , Beuerlein was red-hot , out-dueling Brett Favre and connecting on 29 of 42 attempts , with 3 TDs and no INTs , and passing for a then franchise-record 373 yards .	1.0	was connecting on	Beuerlein	29 of 42 attempts
Despite the below-freezing temperatures , Beuerlein was red-hot , out-dueling Brett Favre and connecting on 29 of 42 attempts , with 3 TDs and no INTs , and passing for a then franchise-record 373 yards .	1.0	had	Beuerlein	3 TDs
Despite the below-freezing temperatures , Beuerlein was red-hot , out-dueling Brett Favre and connecting on 29 of 42 attempts , with 3 TDs and no INTs , and passing for a then franchise-record 373 yards .	1.0	had	Beuerlein	no INTs
Despite the below-freezing temperatures , Beuerlein was red-hot , out-dueling Brett Favre and connecting on 29 of 42 attempts , with 3 TDs and no INTs , and passing for a then franchise-record 373 yards .	1.0	was passing for	Beuerlein	a then franchise-record 373 yards
Dodo was originally intended to have a `` common '' accent , and is portrayed this way at the end of `` The Massacre '' .	1.0	was originally intended to have	Dodo	a "common" accent
Dodo was originally intended to have a `` common '' accent , and is portrayed this way at the end of `` The Massacre '' .	1.0	is portrayed this way at the end of	Dodo	"The Massacre"
Due to the opposing nature of the two songs , they can be viewed as a debate on the opposing attitudes on love found throughout the play .	1.0	can be viewed as	the two songs	a debate on the opposing attitudes on love found throughout the play
Due to the opposing nature of the two songs , they can be viewed as a debate on the opposing attitudes on love found throughout the play .	1.0	have	the two songs	the opposing nature
Due to the transmitter location being based in Tyrone and a smaller signal wattage , it was barely hearable in the northern portions of Atlanta beyond the downtown area or even the northern reaches of Fulton or DeKalb Counties , as it was a rimshot to the southwest of the city .	1.0	was based in	the transmitter location	Tyrone
Due to the transmitter location being based in Tyrone and a smaller signal wattage , it was barely hearable in the northern portions of Atlanta beyond the downtown area or even the northern reaches of Fulton or DeKalb Counties , as it was a rimshot to the southwest of the city .	1.0	had	the transmitter	a smaller signal wattage
Due to the transmitter location being based in Tyrone and a smaller signal wattage , it was barely hearable in the northern portions of Atlanta beyond the downtown area or even the northern reaches of Fulton or DeKalb Counties , as it was a rimshot to the southwest of the city .	1.0	was barely hearable in	it	the northern portions of Atlanta beyond the downtown area
Due to the transmitter location being based in Tyrone and a smaller signal wattage , it was barely hearable in the northern portions of Atlanta beyond the downtown area or even the northern reaches of Fulton or DeKalb Counties , as it was a rimshot to the southwest of the city .	1.0	was barely hearable in	it	the northern reaches of Fulton or DeKalb Counties
Due to the transmitter location being based in Tyrone and a smaller signal wattage , it was barely hearable in the northern portions of Atlanta beyond the downtown area or even the northern reaches of Fulton or DeKalb Counties , as it was a rimshot to the southwest of the city .	1.0	was	it	a rimshot to the southwest of the city
During the morning and evening rush hours some services run direct to/from Paddington and Reading .	1.0	run direct to/from	some services	Paddington and Reading
During the morning and evening rush hours some services run direct to/from Paddington and Reading .	1.0	run during	some services	the morning and evening rush hours
Each of the Matoran brought their Toa stone and met each other at the Great Temple .	1.0	brought	Each of the Matoran	their Toa stone
Each of the Matoran brought their Toa stone and met each other at the Great Temple .	1.0	met each other at	Each of the Matoran	the Great Temple
Each time Cluemaster escapes or starts some new plan , Stephanie dons her costume again .	1.0	dons	Stephanie	her costume again
Erotica and pornography involving sex between women have been predominantly produced by men for a male and female audience .	1.0	have been predominantly produced by	Erotica and pornography involving sex between women	men
Erotica and pornography involving sex between women have been predominantly produced by men for a male and female audience .	1.0	have been produced for	Erotica and pornography involving sex between women	a male and female audience
Failure to perform the duty could lead to prosecution at law and re-enslavement .	1.0	could lead to	Failure to perform the duty	prosecution at law
Failure to perform the duty could lead to prosecution at law and re-enslavement .	1.0	could lead to	Failure to perform the duty	re-enslavement
Falun Gong 's teachings are compiled from Li 's lectures , and Li holds definitional power in that belief system .	1.0	are compiled from	Falun Gong's teachings	Li's lectures
Falun Gong 's teachings are compiled from Li 's lectures , and Li holds definitional power in that belief system .	1.0	holds definitional power in	Li	that belief system
Fans reacted to the news of the suspension by canceling their XM Radio subscriptions , with some fans even going as far as smashing their XM units .	1.0	reacted to	Fans	the news of the suspension
Fans reacted to the news of the suspension by canceling their XM Radio subscriptions , with some fans even going as far as smashing their XM units .	1.0	canceling	Fans	their XM Radio subscriptions
Fans reacted to the news of the suspension by canceling their XM Radio subscriptions , with some fans even going as far as smashing their XM units .	1.0	going as far as	some fans	smashing their XM units
Furthermore , knowledge and interest pertaining to the event , as well as the level of importance , contribute to the frequency of rehearsal .	1.0	contribute to	knowledge and interest pertaining to the event	the frequency of rehearsal
Furthermore , knowledge and interest pertaining to the event , as well as the level of importance , contribute to the frequency of rehearsal .	1.0	contribute to	the level of importance	the frequency of rehearsal
Gameplay is very basic ; the player must shoot constantly at a continual stream of enemies in order to reach the end of each level .	1.0	is	Gameplay	very basic
Gameplay is very basic ; the player must shoot constantly at a continual stream of enemies in order to reach the end of each level .	1.0	must shoot constantly at	the player	a continual stream of enemies
Gameplay is very basic ; the player must shoot constantly at a continual stream of enemies in order to reach the end of each level .	1.0	must shoot constantly at a continual stream of enemies in order to reach	the player	the end of each level
Gavin Hood is a South African filmmaker , screenwriter , producer and actor , best known for writing and directing the Academy Award-winning Foreign Language Film `` Tsotsi '' .	1.0	is	Gavin Hood	a South African filmmaker, screenwriter, producer and actor
Gavin Hood is a South African filmmaker , screenwriter , producer and actor , best known for writing and directing the Academy Award-winning Foreign Language Film `` Tsotsi '' .	1.0	is best known for	Gavin Hood	writing and directing the Academy Award-winning Foreign Language Film "Tsotsi"
George Bluth Sr. , patriarch of the Bluth family , is the founder and former CEO of the Bluth Company which markets and builds mini-mansions among many other activities .	1.0	is	George Bluth Sr.	patriarch of the Bluth family
